,Rank,name,rating,Format,Volume Count,Start Date,End Date,Member Count,Genre
0,1,Berserk,9.47,Manga,unfinished,Aug 1989,unfinished,740803,"['Action', 'Adventure', 'Award Winning', 'Drama', 'Fantasy', 'Horror', 'Gore', 'Military', 'Psychological', 'Seinen']"
1,2,JoJo no Kimyou na Bouken Part 7: Steel Ball Run,9.32,Manga,24 vols,Jan 2004,Apr 2011,287531,"['Action', 'Adventure', 'Mystery', 'Supernatural', 'Historical', 'Seinen', 'Shounen']"
2,3,Vagabond,9.26,Manga,37 vols,Sep 1998,May 2015,417041,"['Action', 'Adventure', 'Award Winning', 'Historical', 'Samurai', 'Seinen']"
3,4,One Piece,9.22,Manga,unfinished,Jul 1997,unfinished,653920,"['Action', 'Adventure', 'Fantasy', 'Shounen']"
4,5,Monster,9.16,Manga,18 vols,Dec 1994,Dec 2001,264525,"['Award Winning', 'Drama', 'Mystery', 'Adult Cast', 'Psychological', 'Seinen']"
5,6,Slam Dunk,9.08,Manga,31 vols,Sep 1990,Jun 1996,183607,"['Award Winning', 'Sports', 'School', 'Team Sports', 'Shounen']"
6,7,Vinland Saga,9.08,Manga,unfinished,Apr 2005,unfinished,327368,"['Action', 'Adventure', 'Award Winning', 'Drama', 'Historical', 'Seinen']"
7,8,Fullmetal Alchemist,9.04,Manga,27 vols,Jul 2001,Sep 2010,305613,"['Action', 'Adventure', 'Award Winning', 'Drama', 'Fantasy', 'Military', 'Shounen']"
8,9,Tian Guan Cifu,9.04,Novel,6 vols,Feb 2021,Mar 2022,14578,"['Action', 'Adventure', 'Boys Love', 'Supernatural', 'Historical']"
9,10,Guimi Zhi Zhu,9.03,Novel,18 vols,May 2020,Aug 2023,7977,"['Action', 'Mystery', 'Supernatural', 'Suspense']"
10,11,Grand Blue,9.03,Manga,unfinished,Apr 2014,unfinished,185660,"['Comedy', 'Seinen']"
11,12,Omniscient Reader's Viewpoint,9.02,Novel,20 vols,Jan 2022,Sep 2023,20661,"['Action', 'Adventure', 'Fantasy', 'Urban Fantasy']"
12,13,Kingdom,9.01,Manga,unfinished,Jan 2006,unfinished,183301,"['Action', 'Award Winning', 'Historical', 'Military', 'Seinen']"
13,14,Oyasumi Punpun,8.99,Manga,13 vols,Mar 2007,Nov 2013,478622,"['Drama', 'Slice of Life', 'Psychological', 'Seinen']"
14,15,Houseki no Kuni,8.97,Manga,13 vols,Oct 2012,Apr 2024,149302,"['Action', 'Drama', 'Fantasy', 'Anthropomorphic', 'Seinen']"
15,16,Real,8.95,Manga,unfinished,Oct 1999,unfinished,97258,"['Award Winning', 'Drama', 'Sports', 'Psychological', 'Team Sports', 'Seinen']"
16,17,20th Century Boys,8.94,Manga,22 vols,Sep 1999,Apr 2006,283384,"['Award Winning', 'Drama', 'Mystery', 'Sci-Fi', 'Historical', 'Psychological', 'Seinen']"
17,18,Ashita no Joe,8.94,Manga,20 vols,Jan 1968,May 1973,57009,"['Drama', 'Slice of Life', 'Sports', 'Combat Sports', 'Shounen']"
18,19,Yotsuba to!,8.91,Manga,unfinished,Mar 2003,unfinished,164919,"['Award Winning', 'Comedy', 'Slice of Life', 'Childcare', 'Iyashikei']"
19,20,Monogatari Series: First Season,8.91,Light Novel,6 vols,Nov 2006,Jul 2010,61482,"['Action', 'Comedy', 'Mystery', 'Romance', 'Supernatural', 'Vampire']"
20,21,Mo Dao Zu Shi,8.91,Novel,4 vols,Dec 2016,Dec 2016,9225,"['Action', 'Adventure', 'Boys Love', 'Mystery', 'Supernatural', 'Historical']"
21,22,Monogatari Series: Second Season,8.9,Light Novel,6 vols,Oct 2010,Dec 2011,24237,"['Comedy', 'Drama', 'Mystery', 'Supernatural', 'Vampire']"
22,23,Umineko no Naku Koro ni Chiru - Episode 8: Twilight of the Golden Witch,8.9,Manga,9 vols,Jan 2012,Jun 2015,19024,"['Drama', 'Fantasy', 'Mystery', 'Supernatural', 'Shounen']"
23,24,Kaguya-sama wa Kokurasetai: Tensai-tachi no Renai Zunousen,8.89,Manga,28 vols,May 2015,Nov 2022,284123,"['Award Winning', 'Comedy', 'Romance', 'School', 'Seinen']"
24,25,Mikkakan no Koufuku,8.87,Novel,1 vols,Dec 2013,Dec 2013,34610,['Drama']
25,26,GTO,8.87,Manga,25 vols,Dec 1996,Jan 2002,178087,"['Action', 'Award Winning', 'Comedy', 'Drama', 'Ecchi', 'Delinquents', 'School', 'Workplace', 'Shounen']"
26,27,3-gatsu no Lion,8.86,Manga,unfinished,Jul 2007,unfinished,71950,"['Award Winning', 'Drama', 'Slice of Life', 'Childcare', 'Iyashikei', 'Strategy Game', 'Seinen']"
27,28,Haikyuu!!,8.86,Manga,45 vols,Feb 2012,Jul 2020,228868,"['Award Winning', 'Sports', 'School', 'Team Sports', 'Shounen']"
28,29,Tian Guan Cifu,8.85,Manhua,unfinished,Oct 2019,unfinished,14423,"['Action', 'Adventure', 'Boys Love', 'Drama', 'Supernatural', 'Historical']"
29,30,Koe no Katachi,8.85,Manga,7 vols,Aug 2013,Nov 2014,278550,"['Award Winning', 'Drama', 'Shounen']"
30,31,Monogatari Series: Final Season,8.83,Light Novel,6 vols,Sep 2012,Sep 2014,19797,"['Comedy', 'Mystery', 'Supernatural', 'Vampire']"
31,32,86,8.83,Light Novel,unfinished,Feb 2017,unfinished,44286,"['Action', 'Drama', 'Sci-Fi', 'Military']"
32,33,Sousou no Frieren,8.83,Manga,unfinished,Apr 2020,unfinished,142884,"['Adventure', 'Award Winning', 'Drama', 'Fantasy', 'Shounen']"
33,34,Akatsuki no Yona,8.82,Manga,unfinished,Aug 2009,unfinished,141842,"['Adventure', 'Fantasy', 'Romance', 'Shoujo']"
34,35,Mushoku Tensei: Isekai Ittara Honki Dasu,8.82,Light Novel,26 vols,Jan 2014,Nov 2022,92475,"['Fantasy', 'Isekai', 'Reincarnation']"
35,36,Ookami to Koushinryou,8.82,Light Novel,unfinished,Feb 2006,unfinished,66465,"['Adventure', 'Drama', 'Fantasy', 'Romance', 'Supernatural', 'Adult Cast', 'Historical']"
36,37,Kaze no Tani no Nausicaä,8.81,Manga,7 vols,Oct 1982,Feb 1994,61920,"['Award Winning', 'Drama', 'Romance', 'Adult Cast', 'Love Polygon', 'Music', 'Shoujo']"
37,38,Kokou no Hito,8.81,Manga,17 vols,Nov 2007,Oct 2011,125239,"['Action', 'Adventure', 'Award Winning', 'Fantasy']"
38,39,Re:Zero kara Hajimeru Isekai Seikatsu,8.81,Light Novel,unfinished,Jan 2014,unfinished,75018,"['Award Winning', 'Drama', 'Sports', 'Psychological', 'Seinen']"
39,40,Kaoru Hana wa Rin to Saku,8.81,Manga,unfinished,Oct 2021,unfinished,93777,"['Drama', 'Fantasy', 'Suspense', 'Isekai', 'Psychological', 'Time Travel']"
40,41,The Greatest Estate Developer,8.81,Manhwa,unfinished,Jul 2021,unfinished,40982,"['Drama', 'Romance', 'School']"
41,42,Nana,8.8,Manga,21 vols,May 2000,May 2009,155115,"['Adventure', 'Comedy', 'Fantasy', 'Isekai', 'Reincarnation']"
42,43,Youkoso Jitsuryoku Shijou Shugi no Kyoushitsu e,8.8,Light Novel,14 vols,May 2015,Sep 2019,90597,"['Drama', 'Psychological', 'School']"
43,44,Honzuki no Gekokujou: Shisho ni Naru Tame ni wa Shudan wo Erandeiraremasen,8.78,Light Novel,33 vols,Jan 2015,Dec 2023,17113,"['Drama', 'Psychological', 'School']"
44,45,Kusuriya no Hitorigoto,8.77,Light Novel,unfinished,Aug 2014,unfinished,14723,"['Fantasy', 'Isekai', 'Reincarnation']"
45,46,Youkoso Jitsuryoku Shijou Shugi no Kyoushitsu e: 2-nensei-hen,8.77,Light Novel,15 vols,Jan 2020,Nov 2024,39292,"['Drama', 'Shounen']"
46,47,"Jumyou wo Kaitotte Moratta. Ichinen ni Tsuki, Ichimanen de.",8.77,Manga,3 vols,Aug 2016,Oct 2017,175768,"['Award Winning', 'Comedy', 'Fantasy', 'Gourmet', 'Seinen']"
47,48,Dungeon Meshi,8.76,Manga,14 vols,Feb 2014,Sep 2023,93656,"['Drama', 'Mystery', 'Medical']"
48,49,Hunter x Hunter,8.76,Manga,unfinished,Mar 1998,unfinished,290839,"['Action', 'Adventure', 'Fantasy', 'Shounen']"
49,50,Uchuu Kyoudai,8.75,Manga,unfinished,Dec 2007,unfinished,37464,"['Award Winning', 'Drama', 'Sci-Fi', 'Adult Cast', 'Space', 'Workplace', 'Seinen']"
50,51,Berserk,9.47,Manga,unfinished,Aug 1989,unfinished,740803,"['Action', 'Adventure', 'Award Winning', 'Drama', 'Fantasy', 'Horror', 'Gore', 'Military', 'Psychological', 'Seinen']"
51,52,JoJo no Kimyou na Bouken Part 7: Steel Ball Run,9.32,Manga,24 vols,Jan 2004,Apr 2011,287531,"['Action', 'Adventure', 'Mystery', 'Supernatural', 'Historical', 'Seinen', 'Shounen']"
52,53,Vagabond,9.26,Manga,37 vols,Sep 1998,May 2015,417041,"['Action', 'Adventure', 'Award Winning', 'Historical', 'Samurai', 'Seinen']"
53,54,One Piece,9.22,Manga,unfinished,Jul 1997,unfinished,653920,"['Action', 'Adventure', 'Fantasy', 'Shounen']"
54,55,Monster,9.16,Manga,18 vols,Dec 1994,Dec 2001,264525,"['Award Winning', 'Drama', 'Mystery', 'Adult Cast', 'Psychological', 'Seinen']"
55,56,Slam Dunk,9.08,Manga,31 vols,Sep 1990,Jun 1996,183607,"['Award Winning', 'Sports', 'School', 'Team Sports', 'Shounen']"
56,57,Vinland Saga,9.08,Manga,unfinished,Apr 2005,unfinished,327368,"['Action', 'Adventure', 'Award Winning', 'Drama', 'Historical', 'Seinen']"
57,58,Fullmetal Alchemist,9.04,Manga,27 vols,Jul 2001,Sep 2010,305613,"['Action', 'Adventure', 'Award Winning', 'Drama', 'Fantasy', 'Military', 'Shounen']"
58,59,Tian Guan Cifu,9.04,Novel,6 vols,Feb 2021,Mar 2022,14578,"['Action', 'Adventure', 'Boys Love', 'Supernatural', 'Historical']"
59,60,Guimi Zhi Zhu,9.03,Novel,18 vols,May 2020,Aug 2023,7977,"['Action', 'Mystery', 'Supernatural', 'Suspense']"
60,61,Grand Blue,9.03,Manga,unfinished,Apr 2014,unfinished,185660,"['Comedy', 'Seinen']"
61,62,Omniscient Reader's Viewpoint,9.02,Novel,20 vols,Jan 2022,Sep 2023,20661,"['Action', 'Adventure', 'Fantasy', 'Urban Fantasy']"
62,63,Kingdom,9.01,Manga,unfinished,Jan 2006,unfinished,183301,"['Action', 'Award Winning', 'Historical', 'Military', 'Seinen']"
63,64,Oyasumi Punpun,8.99,Manga,13 vols,Mar 2007,Nov 2013,478622,"['Drama', 'Slice of Life', 'Psychological', 'Seinen']"
64,65,Houseki no Kuni,8.97,Manga,13 vols,Oct 2012,Apr 2024,149302,"['Action', 'Drama', 'Fantasy', 'Anthropomorphic', 'Seinen']"
65,66,Real,8.95,Manga,unfinished,Oct 1999,unfinished,97258,"['Award Winning', 'Drama', 'Sports', 'Psychological', 'Team Sports', 'Seinen']"
66,67,20th Century Boys,8.94,Manga,22 vols,Sep 1999,Apr 2006,283384,"['Award Winning', 'Drama', 'Mystery', 'Sci-Fi', 'Historical', 'Psychological', 'Seinen']"
67,68,Ashita no Joe,8.94,Manga,20 vols,Jan 1968,May 1973,57009,"['Drama', 'Slice of Life', 'Sports', 'Combat Sports', 'Shounen']"
68,69,Yotsuba to!,8.91,Manga,unfinished,Mar 2003,unfinished,164919,"['Award Winning', 'Comedy', 'Slice of Life', 'Childcare', 'Iyashikei']"
69,70,Monogatari Series: First Season,8.91,Light Novel,6 vols,Nov 2006,Jul 2010,61482,"['Action', 'Comedy', 'Mystery', 'Romance', 'Supernatural', 'Vampire']"
70,71,Mo Dao Zu Shi,8.91,Novel,4 vols,Dec 2016,Dec 2016,9225,"['Action', 'Adventure', 'Boys Love', 'Mystery', 'Supernatural', 'Historical']"
71,72,Monogatari Series: Second Season,8.9,Light Novel,6 vols,Oct 2010,Dec 2011,24237,"['Comedy', 'Drama', 'Mystery', 'Supernatural', 'Vampire']"
72,73,Umineko no Naku Koro ni Chiru - Episode 8: Twilight of the Golden Witch,8.9,Manga,9 vols,Jan 2012,Jun 2015,19024,"['Drama', 'Fantasy', 'Mystery', 'Supernatural', 'Shounen']"
73,74,Kaguya-sama wa Kokurasetai: Tensai-tachi no Renai Zunousen,8.89,Manga,28 vols,May 2015,Nov 2022,284123,"['Award Winning', 'Comedy', 'Romance', 'School', 'Seinen']"
74,75,Mikkakan no Koufuku,8.87,Novel,1 vols,Dec 2013,Dec 2013,34610,['Drama']
75,76,GTO,8.87,Manga,25 vols,Dec 1996,Jan 2002,178087,"['Action', 'Award Winning', 'Comedy', 'Drama', 'Ecchi', 'Delinquents', 'School', 'Workplace', 'Shounen']"
76,77,3-gatsu no Lion,8.86,Manga,unfinished,Jul 2007,unfinished,71950,"['Award Winning', 'Drama', 'Slice of Life', 'Childcare', 'Iyashikei', 'Strategy Game', 'Seinen']"
77,78,Haikyuu!!,8.86,Manga,45 vols,Feb 2012,Jul 2020,228868,"['Award Winning', 'Sports', 'School', 'Team Sports', 'Shounen']"
78,79,Tian Guan Cifu,8.85,Manhua,unfinished,Oct 2019,unfinished,14423,"['Action', 'Adventure', 'Boys Love', 'Drama', 'Supernatural', 'Historical']"
79,80,Koe no Katachi,8.85,Manga,7 vols,Aug 2013,Nov 2014,278550,"['Drama', 'Mystery', 'Supernatural', 'Suspense', 'Psychological', 'Shounen']"
80,81,Monogatari Series: Final Season,8.83,Light Novel,6 vols,Sep 2012,Sep 2014,19797,"['Mystery', 'Supernatural']"
81,82,86,8.83,Light Novel,unfinished,Feb 2017,unfinished,44286,"['Action', 'Comedy', 'Fantasy', 'Sci-Fi', 'Supernatural', 'Super Power']"
82,83,Sousou no Frieren,8.83,Manga,unfinished,Apr 2020,unfinished,142884,"['Comedy', 'Drama', 'Romance', 'Slice of Life', 'School']"
83,84,Akatsuki no Yona,8.82,Manga,unfinished,Aug 2009,unfinished,141842,"['Action', 'Adventure', 'Award Winning', 'Historical', 'Seinen']"
84,85,Mushoku Tensei: Isekai Ittara Honki Dasu,8.82,Light Novel,26 vols,Jan 2014,Nov 2022,92475,"['Action', 'Drama', 'Sports']"
85,86,Ookami to Koushinryou,8.82,Light Novel,unfinished,Feb 2006,unfinished,66465,"['Girls Love', 'School']"
86,87,Kaze no Tani no Nausicaä,8.81,Manga,7 vols,Oct 1982,Feb 1994,61920,"['Action', 'Adventure', 'Boys Love', 'Mystery', 'Supernatural', 'Historical']"
87,88,Kokou no Hito,8.81,Manga,17 vols,Nov 2007,Oct 2011,125239,"['Action', 'Comedy', 'Sci-Fi', 'Gag Humor', 'Historical', 'Parody', 'Samurai', 'Shounen']"
88,89,Re:Zero kara Hajimeru Isekai Seikatsu,8.81,Light Novel,unfinished,Jan 2014,unfinished,75018,"['Action', 'Historical', 'Samurai', 'Seinen']"
89,90,Kaoru Hana wa Rin to Saku,8.81,Manga,unfinished,Oct 2021,unfinished,93777,"['Action', 'Adventure', 'Drama', 'Sci-Fi', 'Adult Cast', 'Military', 'Space']"
90,91,The Greatest Estate Developer,8.81,Manhwa,unfinished,Jul 2021,unfinished,40982,"['Adventure', 'Comedy', 'Drama', 'Sci-Fi', 'Slice of Life', 'Iyashikei', 'Shounen']"
91,92,Nana,8.8,Manga,21 vols,May 2000,May 2009,155115,"['Action', 'Award Winning', 'Mystery', 'Sci-Fi', 'Suspense', 'Detective', 'Psychological', 'Seinen']"
92,93,Youkoso Jitsuryoku Shijou Shugi no Kyoushitsu e,8.8,Light Novel,14 vols,May 2015,Sep 2019,90597,"['Action', 'Fantasy', 'Isekai']"
93,94,Honzuki no Gekokujou: Shisho ni Naru Tame ni wa Shudan wo Erandeiraremasen,8.78,Light Novel,33 vols,Jan 2015,Dec 2023,17113,"['Action', 'Award Winning', 'Comedy', 'Supernatural', 'Super Power']"
94,95,Kusuriya no Hitorigoto,8.77,Light Novel,unfinished,Aug 2014,unfinished,14723,"['Drama', 'Romance', 'Supernatural', 'School']"
95,96,Youkoso Jitsuryoku Shijou Shugi no Kyoushitsu e: 2-nensei-hen,8.77,Light Novel,15 vols,Jan 2020,Nov 2024,39292,"['Adventure', 'Mystery', 'School']"
96,97,"Jumyou wo Kaitotte Moratta. Ichinen ni Tsuki, Ichimanen de.",8.77,Manga,3 vols,Aug 2016,Oct 2017,175768,"['Action', 'Adventure', 'Fantasy', 'Urban Fantasy']"
97,98,Dungeon Meshi,8.76,Manga,14 vols,Feb 2014,Sep 2023,93656,"['Award Winning', 'Sports', 'Team Sports', 'Seinen']"
98,99,Hunter x Hunter,8.76,Manga,unfinished,Mar 1998,unfinished,290839,"['Award Winning', 'Drama', 'School', 'Visual Arts', 'Seinen']"
99,100,Uchuu Kyoudai,8.75,Manga,unfinished,Dec 2007,unfinished,37464,"['Adventure', 'Comedy', 'Fantasy', 'Isekai', 'Parody']"
100,101,Berserk,9.47,Manga,unfinished,Aug 1989,unfinished,740803,"['Action', 'Adventure', 'Drama', 'Delinquents', 'Shoujo']"
101,102,JoJo no Kimyou na Bouken Part 7: Steel Ball Run,9.32,Manga,24 vols,Jan 2004,Apr 2011,287531,"['Award Winning', 'Drama', 'School', 'Seinen']"
102,103,Vagabond,9.26,Manga,37 vols,Sep 1998,May 2015,417041,['Romance']
103,104,One Piece,9.22,Manga,unfinished,Jul 1997,unfinished,653920,"['Boys Love', 'Comedy']"
104,105,Monster,9.16,Manga,18 vols,Dec 1994,Dec 2001,264525,"['Romance', 'Love Polygon']"
105,106,Slam Dunk,9.08,Manga,31 vols,Sep 1990,Jun 1996,183607,"['Award Winning', 'Drama', 'Romance', 'Music', 'School', 'Shounen']"
106,107,Vinland Saga,9.08,Manga,unfinished,Apr 2005,unfinished,327368,"['Drama', 'Adult Cast', 'High Stakes Game', 'Psychological', 'Strategy Game', 'Seinen']"
107,108,Fullmetal Alchemist,9.04,Manga,27 vols,Jul 2001,Sep 2010,305613,"['Adventure', 'Drama', 'Fantasy']"
108,109,Tian Guan Cifu,9.04,Novel,6 vols,Feb 2021,Mar 2022,14578,"['Action', 'Drama', 'Mystery', 'Sci-Fi', 'Suspense', 'Mecha', 'Psychological', 'Seinen', 'Shounen']"
109,110,Guimi Zhi Zhu,9.03,Novel,18 vols,May 2020,Aug 2023,7977,"['Action', 'Supernatural', 'Shounen']"
110,111,Grand Blue,9.03,Manga,unfinished,Apr 2014,unfinished,185660,"['Award Winning', 'Drama', 'Love Polygon', 'Strategy Game', 'Josei']"
111,112,Omniscient Reader's Viewpoint,9.02,Novel,20 vols,Jan 2022,Sep 2023,20661,"['Adventure', 'Fantasy', 'Mystery', 'Shounen']"
112,113,Kingdom,9.01,Manga,unfinished,Jan 2006,unfinished,183301,"['Award Winning', 'Romance', 'Historical', 'Seinen']"
113,114,Oyasumi Punpun,8.99,Manga,13 vols,Mar 2007,Nov 2013,478622,"['Sports', 'School', 'Team Sports', 'Shounen']"
114,115,Houseki no Kuni,8.97,Manga,13 vols,Oct 2012,Apr 2024,149302,"['Award Winning', 'Comedy', 'Suspense', 'Adult Cast', 'Organized Crime', 'Seinen']"
115,116,Real,8.95,Manga,unfinished,Oct 1999,unfinished,97258,"['Romance', 'School']"
116,117,20th Century Boys,8.94,Manga,22 vols,Sep 1999,Apr 2006,283384,"['Comedy', 'School']"
117,118,Ashita no Joe,8.94,Manga,20 vols,Jan 1968,May 1973,57009,"['Comedy', 'Drama', 'Romance', 'Love Polygon', 'Showbiz', 'Shoujo']"
118,119,Yotsuba to!,8.91,Manga,unfinished,Mar 2003,unfinished,164919,"['Drama', 'Fantasy', 'Romance', 'Sci-Fi', 'Supernatural', 'Historical', 'Psychological', 'Space', 'Shounen']"
119,120,Monogatari Series: First Season,8.91,Light Novel,6 vols,Nov 2006,Jul 2010,61482,"['Action', 'Fantasy', 'Mystery', 'Psychological', 'Urban Fantasy']"
120,121,Mo Dao Zu Shi,8.91,Novel,4 vols,Dec 2016,Dec 2016,9225,"['Drama', 'Mystery', 'Supernatural', 'Detective', 'Historical', 'Psychological', 'Seinen']"
121,122,Monogatari Series: Second Season,8.9,Light Novel,6 vols,Oct 2010,Dec 2011,24237,"['Action', 'Adventure', 'Fantasy', 'Martial Arts']"
122,123,Umineko no Naku Koro ni Chiru - Episode 8: Twilight of the Golden Witch,8.9,Manga,9 vols,Jan 2012,Jun 2015,19024,"['Action', 'Award Winning', 'Drama', 'Gore', 'Military', 'Survival', 'Shounen']"
123,124,Kaguya-sama wa Kokurasetai: Tensai-tachi no Renai Zunousen,8.89,Manga,28 vols,May 2015,Nov 2022,284123,"['Fantasy', 'Horror', 'Mystery', 'Supernatural', 'Suspense', 'Psychological']"
124,125,Mikkakan no Koufuku,8.87,Novel,1 vols,Dec 2013,Dec 2013,34610,"['Supernatural', 'School', 'Shounen']"
125,126,GTO,8.87,Manga,25 vols,Dec 1996,Jan 2002,178087,"['Comedy', 'Romance', 'Supernatural', 'Harem', 'School', 'Time Travel']"
126,127,3-gatsu no Lion,8.86,Manga,unfinished,Jul 2007,unfinished,71950,"['Action', 'Drama', 'Historical', 'Samurai', 'Shounen']"
127,128,Haikyuu!!,8.86,Manga,45 vols,Feb 2012,Jul 2020,228868,"['Comedy', 'Fantasy', 'Romance', 'Supernatural', 'Mythology', 'Shoujo']"
128,129,Tian Guan Cifu,8.85,Manhua,unfinished,Oct 2019,unfinished,14423,"['Sports', 'Adult Cast', 'Psychological', 'Team Sports', 'Seinen']"
129,130,Koe no Katachi,8.85,Manga,7 vols,Aug 2013,Nov 2014,278550,"['Award Winning', 'Drama', 'Romance', 'Supernatural', 'Love Polygon', 'School', 'Shoujo']"
130,131,Monogatari Series: Final Season,8.83,Light Novel,6 vols,Sep 2012,Sep 2014,19797,[]
131,132,86,8.83,Light Novel,unfinished,Feb 2017,unfinished,44286,"['Comedy', 'Drama', 'Sci-Fi', 'Supernatural', 'School']"
132,133,Sousou no Frieren,8.83,Manga,unfinished,Apr 2020,unfinished,142884,"['Drama', 'Sports', 'Seinen']"
133,134,Akatsuki no Yona,8.82,Manga,unfinished,Aug 2009,unfinished,141842,"['Action', 'Super Power']"
134,135,Mushoku Tensei: Isekai Ittara Honki Dasu,8.82,Light Novel,26 vols,Jan 2014,Nov 2022,92475,"['Fantasy', 'Slice of Life', 'Isekai', 'Reincarnation']"
135,136,Ookami to Koushinryou,8.82,Light Novel,unfinished,Feb 2006,unfinished,66465,"['Slice of Life', 'Seinen']"
136,137,Kaze no Tani no Nausicaä,8.81,Manga,7 vols,Oct 1982,Feb 1994,61920,"['Boys Love', 'Otaku Culture', 'School']"
137,138,Kokou no Hito,8.81,Manga,17 vols,Nov 2007,Oct 2011,125239,"['Comedy', 'Mystery', 'Supernatural', 'Vampire']"
138,139,Re:Zero kara Hajimeru Isekai Seikatsu,8.81,Light Novel,unfinished,Jan 2014,unfinished,75018,"['Fantasy', 'Horror', 'Mystery', 'Supernatural', 'Suspense', 'Psychological']"
139,140,Kaoru Hana wa Rin to Saku,8.81,Manga,unfinished,Oct 2021,unfinished,93777,"['Action', 'Fantasy', 'Horror', 'Gore', 'Psychological', 'Urban Fantasy', 'Seinen']"
140,141,The Greatest Estate Developer,8.81,Manhwa,unfinished,Jul 2021,unfinished,40982,"['Sci-Fi', 'Suspense']"
141,142,Nana,8.8,Manga,21 vols,May 2000,May 2009,155115,"['Drama', 'Fantasy', 'Romance', 'Sci-Fi']"
142,143,Youkoso Jitsuryoku Shijou Shugi no Kyoushitsu e,8.8,Light Novel,14 vols,May 2015,Sep 2019,90597,"['Action', 'Award Winning', 'Drama', 'Sci-Fi', 'Mecha', 'Military', 'Space', 'Shounen']"
143,144,Honzuki no Gekokujou: Shisho ni Naru Tame ni wa Shudan wo Erandeiraremasen,8.78,Light Novel,33 vols,Jan 2015,Dec 2023,17113,"['Action', 'Fantasy', 'Mystery', 'Organized Crime']"
144,145,Kusuriya no Hitorigoto,8.77,Light Novel,unfinished,Aug 2014,unfinished,14723,"['Drama', 'Fantasy', 'Horror', 'Mystery', 'Supernatural', 'Suspense', 'Psychological', 'Shounen']"
145,146,Youkoso Jitsuryoku Shijou Shugi no Kyoushitsu e: 2-nensei-hen,8.77,Light Novel,15 vols,Jan 2020,Nov 2024,39292,"['Award Winning', 'Slice of Life', 'Memoir', 'Otaku Culture', 'Visual Arts', 'Josei']"
146,147,"Jumyou wo Kaitotte Moratta. Ichinen ni Tsuki, Ichimanen de.",8.77,Manga,3 vols,Aug 2016,Oct 2017,175768,"['Boys Love', 'Drama', 'Music', 'School']"
147,148,Dungeon Meshi,8.76,Manga,14 vols,Feb 2014,Sep 2023,93656,"['Action', 'Adventure', 'Fantasy', 'Martial Arts', 'Reincarnation']"
148,149,Hunter x Hunter,8.76,Manga,unfinished,Mar 1998,unfinished,290839,"['Comedy', 'Drama', 'Romance', 'Crossdressing', 'Reverse Harem', 'School', 'Shoujo']"
149,150,Uchuu Kyoudai,8.75,Manga,unfinished,Dec 2007,unfinished,37464,"['Action', 'Fantasy', 'Urban Fantasy']"
150,151,Berserk,9.47,Manga,unfinished,Aug 1989,unfinished,740803,"['Drama', 'Romance', 'Music', 'Psychological', 'Seinen']"
151,152,JoJo no Kimyou na Bouken Part 7: Steel Ball Run,9.32,Manga,24 vols,Jan 2004,Apr 2011,287531,"['Comedy', 'Drama', 'Mystery', 'Supernatural', 'Vampire']"
152,153,Vagabond,9.26,Manga,37 vols,Sep 1998,May 2015,417041,['Seinen']
153,154,One Piece,9.22,Manga,unfinished,Jul 1997,unfinished,653920,"['Drama', 'Romance']"
154,155,Monster,9.16,Manga,18 vols,Dec 1994,Dec 2001,264525,"['Action', 'Mystery', 'Supernatural', 'Detective', 'Seinen']"
155,156,Slam Dunk,9.08,Manga,31 vols,Sep 1990,Jun 1996,183607,"['Award Winning', 'Music', 'Seinen']"
156,157,Vinland Saga,9.08,Manga,unfinished,Apr 2005,unfinished,327368,"['Action', 'Comedy', 'Drama', 'Mystery', 'Romance', 'Supernatural', 'Vampire', 'Shounen']"
157,158,Fullmetal Alchemist,9.04,Manga,27 vols,Jul 2001,Sep 2010,305613,"['Drama', 'Girls Love', 'School']"
158,159,Tian Guan Cifu,9.04,Novel,6 vols,Feb 2021,Mar 2022,14578,"['Action', 'Comedy', 'Childcare', 'Shounen']"
159,160,Guimi Zhi Zhu,9.03,Novel,18 vols,May 2020,Aug 2023,7977,"['Romance', 'Adult Cast', 'Shoujo']"
160,161,Grand Blue,9.03,Manga,unfinished,Apr 2014,unfinished,185660,"['Award Winning', 'Drama', 'Romance', 'Love Polygon', 'Music', 'School', 'Josei']"
161,162,Omniscient Reader's Viewpoint,9.02,Novel,20 vols,Jan 2022,Sep 2023,20661,"['Drama', 'Sports', 'Combat Sports']"
162,163,Kingdom,9.01,Manga,unfinished,Jan 2006,unfinished,183301,"['Drama', 'Horror', 'Mystery', 'Romance', 'Gore', 'Psychological']"
163,164,Oyasumi Punpun,8.99,Manga,13 vols,Mar 2007,Nov 2013,478622,"['Award Winning', 'Sports', 'Team Sports', 'Shounen']"
164,165,Houseki no Kuni,8.97,Manga,13 vols,Oct 2012,Apr 2024,149302,"['Fantasy', 'Isekai', 'Reincarnation']"
165,166,Real,8.95,Manga,unfinished,Oct 1999,unfinished,97258,"['Action', 'Adventure', 'Comedy', 'Drama', 'Romance', 'Supernatural', 'Reincarnation', 'Seinen']"
166,167,20th Century Boys,8.94,Manga,22 vols,Sep 1999,Apr 2006,283384,"['Action', 'Adventure', 'Award Winning', 'Mystery', 'Supernatural', 'Seinen']"
167,168,Ashita no Joe,8.94,Manga,20 vols,Jan 1968,May 1973,57009,"['Comedy', 'Drama', 'Romance', 'Slice of Life']"
