Unnamed: 0,Rank,name,rating,Format,Volume Count,Start Date,End Date,Member Count,Genre
533,534,Sengoku Youko,8.14,Manga,17 vols,Dec 2007,May 2016,20024,"['Action', 'Fantasy', 'Historical', 'Shounen']"
534,535,Kimi to Boku.,8.14,Manga,17 vols,Sep 2004,Mar 2022,11554,"['Award Winning', 'Mystery', 'Suspense', 'Psychological', 'Survival', 'Shounen']"
535,536,Bakuon Rettou,8.14,Manga,18 vols,Oct 2002,Nov 2012,13747,"['Boys Love', 'School']"
536,537,Keishichou Tokuhanka 007,8.14,Manga,11 vols,Oct 2006,Mar 2012,10456,"['Comedy', 'Slice of Life', 'Seinen']"
537,538,City Hunter,8.13,Manga,35 vols,Feb 1985,Nov 1991,17097,"['Adventure', 'Drama', 'Mystery', 'School']"
538,539,Capeta,8.13,Manga,32 vols,Feb 2003,Mar 2013,5499,"['Award Winning', 'Comedy', 'Slice of Life', 'Shoujo']"
539,540,Major,8.13,Manga,78 vols,Jul 1994,Jul 2010,6801,"['Action', 'Adventure', 'Fantasy']"
540,541,Amaama to Inazuma,8.13,Manga,12 vols,Feb 2013,Dec 2018,26380,"['Romance', 'Slice of Life', 'School', 'Seinen']"
541,542,Kocchi Muite! Miiko,8.13,Manga,unfinished,1995,unfinished,1292,"['Romance', 'Suspense', 'Psychological']"
542,543,Bokura wa Minna Kawai-sou,8.13,Manga,11 vols,Apr 2010,May 2018,44566,"['Comedy', 'Gourmet', 'Slice of Life', 'Childcare', 'Iyashikei', 'Seinen']"
543,544,Ponkotsu Ponko,8.13,Manga,10 vols,Mar 2019,May 2021,12331,"['Adventure', 'Comedy', 'Detective', 'Shounen']"
544,545,Your Letter,8.13,Manhwa,1 vols,Aug 2018,Oct 2018,13112,"['Award Winning', 'Comedy', 'Drama', 'Racing', 'Shounen']"
545,546,Trapped,8.13,Manhwa,unfinished,Sep 2019,May 2024,6228,"['Award Winning', 'Comedy', 'Drama', 'Sports', 'Team Sports', 'Shounen']"
546,547,Roxana,8.12,Manhwa,unfinished,Jan 2021,unfinished,13058,"['Comedy', 'Drama', 'Romance', 'Otaku Culture', 'Psychological', 'Shounen']"
547,548,"Bungou Stray Dogs: Dazai, Chuuya, Juugosai",8.12,Manga,4 vols,Sep 2022,Aug 2024,2138,"['Boys Love', 'Horror', 'Mystery', 'Supernatural', 'Historical', 'Shoujo']"
548,549,Hakumei to Mikochi,8.12,Manga,unfinished,Apr 2011,unfinished,9131,"['Action', 'Adventure', 'Drama']"
549,550,Fate/stay night: Garden of Avalon,8.12,Light Novel,1 vols,Mar 2015,Mar 2015,4313,"['Comedy', 'Drama', 'Romance', 'Supernatural', 'Historical', 'Reincarnation', 'Shoujo']"
550,551,Hitori Koukan Nikki,8.12,Manga,2 vols,May 2016,Nov 2017,18462,"['Action', 'Adventure', 'Gore', 'Martial Arts']"
551,552,NHK ni Youkoso!,8.12,Manga,8 vols,Dec 2003,Apr 2007,60708,"['Action', 'Comedy', 'Supernatural', 'Childcare', 'Delinquents', 'Mythology', 'School', 'Shounen']"
552,553,God Child,8.12,Manga,8 vols,May 2001,Oct 2003,20303,"['Action', 'Comedy', 'Drama', 'Romance', 'Sci-Fi', 'Love Polygon', 'Mecha', 'Military', 'School']"
553,554,Vagrant Soldier Ares,8.12,Manhwa,26 vols,2001,2007,16121,"['Romance', 'School', 'Shoujo']"
554,555,NG Life,8.12,Manga,9 vols,Feb 2006,Mar 2009,12249,"['Adventure', 'Mystery', 'Sci-Fi', 'Seinen']"
555,556,Hanma Baki,8.12,Manga,37 vols,Dec 2005,Aug 2012,26003,"['Drama', 'Fantasy', 'Slice of Life', 'Childcare']"
556,557,Beelzebub,8.12,Manga,28 vols,Feb 2009,Mar 2015,118037,"['Fantasy', 'Slice of Life', 'Iyashikei', 'Seinen']"
557,558,Full Metal Panic!,8.12,Light Novel,12 vols,Sep 1998,Aug 2011,8969,"['Fantasy', 'Supernatural']"
558,559,Tengoku Daimakyou,8.12,Manga,unfinished,Jan 2018,unfinished,37788,"['Slice of Life', 'Memoir']"
559,560,Ookami Kodomo no Ame to Yuki,8.12,Novel,1 vols,Jun 2012,Jun 2012,2504,"['Slice of Life', 'Memoir']"
560,561,Roxana,8.12,Manhwa,unfinished,Jan 2021,unfinished,13058,"['Drama', 'Fantasy', 'Romance', 'Psychological', 'Villainess']"
561,562,"Bungou Stray Dogs: Dazai, Chuuya, Juugosai",8.12,Manga,4 vols,Sep 2022,Aug 2024,2138,"['Action', 'Supernatural', 'Shounen']"
562,563,Telework Yotabanashi,8.11,Manga,1 vols,Aug 2020,Apr 2023,17558,"['Comedy', 'Romance', 'Adult Cast', 'Workplace', 'Seinen']"
563,564,Re:Zero kara Hajimeru Isekai Seikatsu: Dai-3 Shou - Truth of Zero,8.11,Manga,11 vols,May 2015,Sep 2019,12427,"['Fantasy', 'Slice of Life']"
564,565,Touhou Ibara Kasen: Wild and Horned Hermit.,8.11,Manga,10 vols,Jul 2010,Jun 2019,8587,"['Award Winning', 'Comedy', 'Romance', 'Shoujo']"
565,566,Ore Monogatari!!,8.11,Manga,14 vols,Dec 2011,Jul 2016,36085,"['Award Winning', 'Comedy', 'Drama', 'Supernatural', 'Strategy Game', 'Shounen']"
566,567,Mushoku Tensei: Isekai Ittara Honki Dasu,8.11,Manga,unfinished,May 2014,unfinished,116405,"['Action', 'Adventure', 'Drama', 'Fantasy', 'Romance', 'Sci-Fi', 'Supernatural', 'Shounen']"
567,568,Hidamari ga Kikoeru: Koufukuron,8.11,Manga,1 vols,Apr 2015,Feb 2016,7640,"['Boys Love', 'Drama', 'Delinquents', 'Psychological', 'School']"
568,569,Gokushufudou,8.11,Manga,unfinished,Feb 2018,unfinished,130416,"['Action', 'Drama', 'Suspense', 'Detective', 'Psychological', 'Shounen']"
569,570,Hikaru no Go,8.11,Manga,23 vols,Dec 1998,Jul 2003,48125,"['Award Winning', 'Boys Love', 'Drama', 'Historical', 'Shoujo']"
570,571,Chrno Crusade,8.11,Manga,8 vols,Dec 1998,May 2004,29376,"['Action', 'Comedy', 'Fantasy', 'Romance', 'Supernatural', 'Ecchi', 'Harem', 'School', 'Vampire', 'Shounen']"
571,572,Let Dai,8.11,Manhwa,15 vols,1995,2005,9598,"['Award Winning', 'Drama', 'Historical', 'Samurai', 'Shoujo']"
572,573,Akumetsu,8.11,Manga,18 vols,Oct 2002,Apr 2006,69629,"['Award Winning', 'Anthropomorphic', 'Shounen']"
573,574,Kaze to Ki no Uta,8.11,Manga,17 vols,Feb 1976,Jun 1984,9702,"['Award Winning', 'Sports', 'School', 'Shounen']"
574,575,Rosario to Vampire: Season II,8.11,Manga,14 vols,Nov 2007,Apr 2014,69026,"['Drama', 'Fantasy', 'Suspense', 'Isekai', 'Psychological', 'Time Travel', 'Seinen']"
575,576,Oooku,8.11,Manga,19 vols,Jun 2004,Dec 2020,11926,"['Boys Love', 'Slice of Life', 'School']"
576,577,Ginga Nagareboshi Gin,8.11,Manga,18 vols,Nov 1983,Feb 1987,4604,"['Comedy', 'Adult Cast', 'Organized Crime']"
577,578,Baby Steps,8.11,Manga,47 vols,Oct 2007,Nov 2017,26710,"['Fantasy', 'Isekai', 'Reincarnation', 'Seinen']"
578,579,Katekyou Hitman Reborn!,8.10,Manga,42 vols,May 2004,Nov 2012,126463,"['Comedy', 'Drama', 'Romance', 'Crossdressing', 'Harem', 'School', 'Shoujo']"
579,580,Sakigake!! Cromartie Koukou,8.10,Manga,17 vols,Jul 2000,May 2006,14606,"['Action', 'Adventure', 'Comedy', 'Supernatural', 'School']"
580,581,Higurashi no Naku Koro ni: Watanagashi-hen,8.10,Manga,2 vols,Apr 2005,Mar 2006,18807,"['Action', 'Adventure', 'Fantasy', 'Shounen']"
581,582,Seven Days,8.10,Manga,2 vols,Sep 2007,Jun 2009,57163,"['Romance', 'Historical']"
582,583,Kono Sekai no Katasumi ni,8.10,Manga,3 vols,Jan 2007,Jan 2009,8730,"['Action', 'Fantasy', 'Isekai', 'School']"
583,584,Kuroko no Basket,8.10,Manga,30 vols,Dec 2008,Sep 2014,77548,"['Action', 'Fantasy', 'Time Travel']"
584,585,Tonari no Kaibutsu-kun,8.10,Manga,13 vols,Aug 2008,Nov 2013,111738,"['Fantasy', 'Horror', 'Mystery', 'Romance']"
585,586,Ouran Koukou Host Club University Special,8.10,Manga,unfinished,Jul 2011,Aug 2011,7690,['Fantasy']
586,587,Noblesse,8.10,Manhwa,unfinished,Dec 2007,Jan 2019,111001,"['Action', 'Comedy', 'Organized Crime', 'School', 'Super Power', 'Shounen']"
587,588,Magi: Sinbad no Bouken,8.10,Manga,19 vols,May 2013,Apr 2018,36169,"['Award Winning', 'Comedy', 'Delinquents', 'Gag Humor', 'Shounen']"
588,589,Hotaru no Yomeiri,8.10,Manga,unfinished,Jan 2023,unfinished,19546,"['Drama', 'Horror', 'Mystery', 'Psychological', 'Shounen']"
589,590,Winter Woods,8.10,Manhwa,7 vols,Jul 2014,Jan 2017,9593,"['Boys Love', 'Slice of Life', 'School']"
590,591,Honzuki no Gekokujou: Shisho ni Naru Tame ni wa Shudan wo Erandeiraremasen - Kizokuin Gaiden,8.10,Light Novel,1 vols,Oct 2018,Oct 2018,557,"['Award Winning', 'Drama', 'Historical', 'Seinen']"
591,592,The Extra's Academy Survival Guide,8.10,Manhwa,unfinished,Dec 2023,unfinished,10349,"['Comedy', 'Sports', 'School', 'Team Sports', 'Shounen']"
592,593,The Knight Only Lives Today,8.10,Manhwa,unfinished,May 2024,unfinished,5334,"['Comedy', 'Romance', 'School', 'Shoujo']"
593,594,"Myst, Might, Mayhem",8.09,Manhwa,unfinished,Mar 2024,unfinished,4624,"['Action', 'Drama', 'Fantasy', 'Supernatural', 'Psychological', 'Super Power', 'Shoujo']"
594,595,Gabai: Saga no Gabai Baachan,8.09,Manga,11 vols,2005,Apr 2010,2282,"['Action', 'Drama', 'Horror', 'Sci-Fi', 'Supernatural', 'Gore', 'Psychological', 'Survival', 'Seinen']"
595,596,Hikaru ga Chikyuu ni Ita Koro......,8.09,Light Novel,10 vols,May 2011,Apr 2014,5404,"['Mystery', 'Supernatural', 'Detective', 'Shounen']"
596,597,K: Memory of Red,8.09,Manga,3 vols,May 2012,Jul 2013,11092,"['Action', 'Adventure', 'Supernatural', 'Shounen']"
597,598,X,8.09,Manga,18 vols,Mar 1992,Mar 2003,27156,"['Action', 'Comedy', 'Fantasy', 'Shounen']"
598,599,Gantz,8.09,Manga,37 vols,Jul 2000,Jun 2013,245610,"['Action', 'Adventure', 'Kids']"
599,600,Majin Tantei Nougami Neuro,8.09,Manga,23 vols,Feb 2005,Apr 2009,20954,"['Action', 'Drama', 'Sci-Fi', 'Martial Arts', 'Shounen']"
600,601,JoJo no Kimyou na Bouken Part 3: Stardust Crusaders,8.09,Manga,16 vols,Mar 1989,Apr 1992,101881,"['Drama', 'Horror', 'Mystery', 'Psychological']"
601,602,Soul Eater,8.09,Manga,25 vols,Jun 2003,Aug 2013,199281,"['Comedy', 'Delinquents', 'School', 'Shoujo']"
602,603,Pocket Monsters Special,8.09,Manga,unfinished,Apr 1997,unfinished,52873,"['Action', 'Sci-Fi', 'Mecha', 'Shounen']"
603,604,Hokuto no Ken,8.09,Manga,27 vols,Sep 1983,Jul 1988,47864,"['Romance', 'Adult Cast', 'Love Status Quo']"
604,605,Higurashi no Naku Koro ni: Onikakushi-hen,8.09,Manga,2 vols,Mar 2005,Mar 2006,27086,"['Drama', 'Fantasy', 'Mahou Shoujo', 'Psychological']"
605,606,Oresama Teacher,8.09,Manga,29 vols,Jul 2007,Feb 2020,39684,"['Award Winning', 'Comedy', 'Romance', 'Love Status Quo', 'School', 'Shounen']"
606,607,Getter Robo Go,8.09,Manga,7 vols,Feb 1991,Jan 1992,3684,"['Comedy', 'Military', 'School', 'Seinen']"
607,608,Kono Subarashii Sekai ni Shukufuku wo! Spin-off: Kono Subarashii Sekai ni Bakuen wo!,8.09,Light Novel,5 vols,Jul 2014,Mar 2019,8166,"['Comedy', 'Slice of Life', 'Historical', 'Seinen']"
608,609,Cheese in the Trap Season 2,8.09,Manhwa,9 vols,Jun 2011,Oct 2012,10655,"['Mystery', 'Romance', 'Supernatural', 'School']"
609,610,Navillera: Like a Butterfly,8.09,Manhwa,5 vols,Jul 2016,Oct 2017,4647,"['Action', 'Supernatural', 'Martial Arts', 'Shoujo']"
610,611,Tsukiatte Agetemo Ii kana,8.09,Manga,unfinished,Aug 2018,unfinished,20040,"['Drama', 'Performing Arts']"
611,612,Jibaku Shounen Hanako-kun 0,8.09,Manga,1 vols,Jun 2014,Aug 2014,12088,['Girls Love']
612,613,"Shangri-La Frontier: Kusoge Hunter, Kamige ni Idoman to su",8.09,Manga,unfinished,Jul 2020,unfinished,22654,"['Supernatural', 'School']"
613,614,"Loop 7-kaime no Akuyaku Reijou wa, Moto Tekikoku de Jiyuu Kimama na Hanayome Seikatsu wo Mankitsu suru",8.09,Light Novel,unfinished,Oct 2020,unfinished,2801,"['Action', 'Adventure', 'Award Winning', 'Fantasy', 'Video Game', 'Shounen']"
614,615,Gekijouban Mahou Shoujo Madoka★Magica: Shinpen - Hangyaku no Monogatari,8.09,Manga,3 vols,Nov 2013,Jan 2014,8045,"['Fantasy', 'Romance', 'Time Travel']"
615,616,Karakai Jouzu no Takagi-san,8.09,Manga,20 vols,Jun 2012,Oct 2023,81429,"['Action', 'Fantasy', 'Martial Arts']"
616,617,Girls & Panzer: Ribbon no Musha,8.09,Manga,16 vols,Sep 2014,Mar 2021,3789,"['Comedy', 'Fantasy']"
617,618,Chi. Chikyuu no Undou ni Tsuite,8.09,Manga,8 vols,Sep 2020,Apr 2022,12022,"['Comedy', 'Mystery', 'Romance', 'Slice of Life', 'School']"
618,619,Killer Crush,8.09,Manhwa,unfinished,Sep 2021,Aug 2024,2458,"['Comedy', 'Romance', 'Slice of Life', 'Iyashikei']"
619,620,Super no Ura de Yani Suu Futari,8.09,Manga,unfinished,Aug 2022,unfinished,46692,"['Drama', 'Showbiz', 'Visual Arts', 'Shounen']"
620,621,Nick to Lever,8.08,Manga,3 vols,Oct 2020,Sep 2023,2902,"['Drama', 'Horror', 'Mystery']"
621,622,Kindaichi Shounen no Jikenbo: File Series,8.08,Manga,27 vols,Oct 1992,Oct 1997,7283,"['Award Winning', 'Drama', 'Mystery', 'Supernatural', 'Detective', 'Shounen']"
622,623,Koukou Debut,8.08,Manga,15 vols,Aug 2003,May 2013,67561,"['Comedy', 'Romance', 'School', 'Shoujo']"
623,624,Shijou Saikyou no Deshi Kenichi,8.08,Manga,61 vols,Aug 2002,Sep 2014,71348,"['Action', 'Comedy', 'Drama', 'Ecchi', 'Martial Arts', 'Shounen']"
624,625,Futatsu no Spica,8.08,Manga,16 vols,Sep 2001,Aug 2009,6739,"['Drama', 'Fantasy', 'Sci-Fi', 'Slice of Life', 'Supernatural', 'Seinen']"
625,626,Tobaku Datenroku Kaiji,8.08,Manga,13 vols,Nov 2004,Apr 2008,13627,"['Drama', 'Adult Cast', 'Psychological', 'Strategy Game', 'Seinen']"
626,627,Donten ni Warau,8.08,Manga,6 vols,Oct 2010,May 2013,23748,"['Award Winning', 'Drama', 'Historical', 'Seinen']"
627,628,Touhou Suzunaan: Forbidden Scrollery.,8.08,Manga,7 vols,Oct 2012,Jul 2017,8580,"['Boys Love', 'Comedy', 'Adult Cast', 'Organized Crime']"
628,629,Higurashi no Naku Koro ni - Dai 1-wa: Onikakushi-hen,8.08,Light Novel,2 vols,Aug 2007,Sep 2007,2305,"['Comedy', 'Gag Humor', 'Seinen']"
629,630,Kekkai Sensen: Back 2 Back,8.08,Manga,10 vols,Jul 2015,Apr 2022,4973,"['Action', 'Supernatural', 'Historical', 'Shoujo']"
630,631,Karakai Jouzu no (Moto) Takagi-san,8.08,Manga,23 vols,Jul 2017,Jul 2024,47283,['Fantasy']
631,632,Runway de Waratte,8.08,Manga,22 vols,May 2017,Jul 2021,17660,"['Boys Love', 'Drama', 'Supernatural']"
632,633,One Room Angel,8.08,Manga,1 vols,Oct 2017,Dec 2018,6829,"['Boys Love', 'Comedy', 'Supernatural', 'Adult Cast', 'Workplace']"
633,634,30-sai made Doutei dato Mahoutsukai ni Nareru Rashii,8.08,Manga,unfinished,Sep 2018,unfinished,8405,"['Adventure', 'Fantasy', 'Slice of Life', 'Psychological']"
634,635,Rojica to Rakkasei,8.07,Manga,3 vols,Nov 2017,Jul 2019,7327,"['Action', 'Supernatural', 'Shounen']"
635,636,Jujutsu Kaisen 0: Tokyo Toritsu Jujutsu Koutou Senmon Gakkou,8.07,Manga,1 vols,Apr 2017,Jul 2017,113592,"['Drama', 'Fantasy', 'Romance']"
636,637,Witch of Mine,8.07,Manhwa,4 vols,Aug 2015,Feb 2018,6450,"['Action', 'Adventure', 'Fantasy', 'Super Power', 'Shounen']"
637,638,One Piece: Episode A,8.07,Manga,2 vols,Sep 2020,Dec 2021,12593,"['Drama', 'Romance', 'Supernatural']"
638,639,Mystical,8.07,Manhwa,5 vols,Feb 2020,Mar 2022,2891,"['Action', 'Adventure', 'Fantasy', 'Martial Arts', 'Shounen']"
639,640,Naruto,8.07,Manga,72 vols,Sep 1999,Nov 2014,428097,"['Comedy', 'Romance', 'School', 'Shoujo']"
640,641,Beauty Pop,8.07,Manga,10 vols,Sep 2003,Feb 2008,28913,"['Drama', 'Fantasy', 'Mystery', 'Romance', 'Sci-Fi', 'Reincarnation', 'Space', 'Shoujo']"
641,642,Boku no Chikyuu wo Mamotte,8.07,Manga,21 vols,1987,1994,12967,"['Girls Love', 'School', 'Seinen']"
642,643,Girl Friends,8.07,Manga,5 vols,Oct 2006,Aug 2010,49181,"['Comedy', 'Slice of Life', 'School', 'Shounen']"
643,644,"Natsu e no Tunnel, Sayonara no Deguchi: Gunjou",8.07,Manga,4 vols,Jul 2020,Oct 2021,4059,"['Fantasy', 'Mahou Shoujo']"
644,645,"Hikaeme ni Ittemo, Kore wa Ai",8.07,Manga,unfinished,Jul 2021,unfinished,13159,"['Drama', 'Romance', 'Sci-Fi', 'Love Polygon', 'School', 'Time Travel']"
645,646,Goukon ni Ittara Onna ga Inakatta Hanashi,8.07,Manga,unfinished,Feb 2021,unfinished,5576,"['Action', 'Fantasy', 'Super Power', 'Urban Fantasy', 'Vampire', 'Shounen']"
646,647,Hitoribocchi no ○○ Seikatsu,8.07,Manga,8 vols,Sep 2013,Apr 2021,25442,"['Drama', 'Fantasy', 'Horror', 'Mahou Shoujo', 'School']"
647,648,Nogi Wakaba wa Yuusha de Aru,8.07,Light Novel,2 vols,Jul 2015,Jan 2017,4899,"['Drama', 'Mystery', 'Sci-Fi']"
648,649,Orange,8.07,Light Novel,3 vols,Jul 2015,Mar 2016,9831,"['Romance', 'Shoujo']"
649,650,Mahou Shoujo Madoka★Magica,8.07,Manga,3 vols,Feb 2011,May 2011,41688,"['Comedy', 'Romance', 'Adult Cast', 'Crossdressing']"
